id;Practice name;Phone 1;Expertise (REHAB / SPORT / WOMEN / VET / AESTHETIC);Address;City;ZIP code;Country;Latitude;longitude
658;PREVENTIELAB-OSTEOPAAT EGWIN PONETTE;3256650150;"[""Rehabilitation""]";BEKAERTSTRAAT 13,8550,ZWEVEGEM,BELGIQUE;;;;50,816754;3,330832
659;CAP KINE - MR GAUTIER ARNAUD;33612011108;"[""Rehabilitation""]";112 BOULEVARD EMMANUEL ROUQUIER,06130,GRASSE ,FRANCE;;;;43,6353232;6,9399793
660;BLANC PIERRE;33556876417;"[""Rehabilitation""]";558 ROUTE DE TOULOUSE,33140,VILLENAVE D'ORNON,FRANCE;;;;44,7825771;-0,5653171
661;BLANCO JERÔME;33556205183;"[""Rehabilitation""]";27 BIS AVENUE DE LA BELLE ETOILE,33270,BOULIAC,FRANCE;;;;44,8201459;-0,5014254
662;EL HARIRI BADR;33622493726;"[""Rehabilitation""]";139 RUE DE SÈVRES,75006,PARIS ,FRANCE;;;;48,8470662;2,3174597
663;LEMARCHAND JEAN MARC;33556266212;"[""Rehabilitation""]";22 AVENUE DE LA LIBERATION,33380,MIOS ,FRANCE;;;;44,6054046;-0,9356287
664;GINESTE GILLES;33651356358;"[""Rehabilitation""]";130 A RUE DE LA BELLE MEUNIÈRE, VALENCE, FRANCE;;;;44,948239;4,911519
665;GREGNAC THIBAULT;33475053108;"[""Rehabilitation""]";64 AVENUE BERTHELOT,26100,ROMANS-SUR-ISÈRE ,FRANCE;;;;45,0438639;5,033323
666;DELRIEU LAURENT;33467224112;"[""Rehabilitation""]";1086 AVENUE ALBERT EINSTEIN,34000,MONTPELLIER ,FRANCE;;;;43,609713;3,9104507
667;ROGNONI PHILIPPE ET CECILE;33494041744;"[""Rehabilitation"",""Uro & Pelvic Floor""]";11 RUE LEON PARANQUE,83170,TOURVES ,FRANCE;;;;43,4068558;5,9244096
668;ADRIAN STERN - FISIOTECAR;573585192;"[""Rehabilitation""]";CALLE 125, BOGOTÁ - BOGOTA, COLOMBIA;;;;4,7054379;-74,055145
669;BREAT NICOLAS;33466200527;"[""Rehabilitation""]";29 CHEMIN SERNHAC,30320,BEZOUCE,FRANCE;;;;43,8822697;4,4914946
670;LEFEBVRE LUC;33984348064;"[""Rehabilitation""]";41 RUE DE WAZEMMES, LILLE, FRANCE;;;;50,6226791;3,0636277
671;ALFOCEA THIERRY;33493794185;"[""Rehabilitation""]";4 AVENUE CHARLES DAVID,06670,LEVENS ,FRANCE;;;;43,8554024;7,2265926
672;KINESPORT -ARNAUD BRUCHARD - KINE EXPERT EN SPORT DE HAUT NIVEAU;;"[""Rehabilitation""]";48 RUE JOSEPH DE MAISTRE,PARIS ,FRANCE;;;;48,8892192;2,3318092
673;DUDART GUY;33474577164;"[""Rehabilitation""]";50 RUE JOSEPH GRENOUILLET,38780,PONT-EVÊQUE,FRANCE;;;;45,526999;4,9145419
674;SCM MANIREV - MR REVERET;33470200469;"[""Rehabilitation""]";34 RUE BERGERON VEBRET,03400,YZEURE,FRANCE;;;;46,5632895;3,3554057
675;DUMON PHILIP;;"[""Rehabilitation""]";MARKTSTRAAT 26, NIEUWPOORT, BELGIUM;;;;51,131016;2,7522447
676;BELLO CHRISTIAN;33466213931;"[""Rehabilitation""]";3 RUE DU PANAIS, CAISSARGUES;;;;43,7929311;4,376993
677;DE BACKER DIETER PHYSIOSKIN;3251584224;"[""Rehabilitation""]";ENGELSTRAAT 61, ICHTEGEM, BELGIUM;;;;51,0932637;3,0161779
678;SAUVAIRE MATHIEU;33491716699;"[""Rehabilitation""]";18 RUE NEGRESKO,13008,MARSEILLE ,FRANCE;;;;43,2701123;5,3912148
679;GIAMMATTEI PATRICE – CABINET SADELLI;33494789855;"[""Rehabilitation""]";"26 BOULEVARD REY
";;;;43,2794085;5,3953131
680;DE KEGEL ELKE;;"[""Rehabilitation""]";HOLLESTRAAT MOORSEL, AALST, BELGIUM;;;;50,9574466;4,1012627
681;SANTI NICOLAS;;"[""Rehabilitation""]";11 RUE SAINT AUBIN,31000,TOULOUSE ,FRANCE;;;;43,6040845;1,4524168
682;BERTHET MARYLINE;33477609342;"[""Rehabilitation""]";PLACE DES TUILIERS,42720,BRIENNON ,FRANCE;;;;46,147826;4,0848005
683;VAN BOKHAVEN PATRICIA;;"[""Rehabilitation""]";BAALSEBAAN 139, TREMELO, BELGIUM;;;;50,9944911;4,7253043
684;JAUFFRINEAU SEBASTIEN;33253692458;"[""Rehabilitation""]";1 PLACE MICHEL ANGE,49300,CHOLET ,FRANCE;;;;47,0553079;-0,8755328
685;GOHIER PASCAL;33607454689;"[""Rehabilitation""]";IMPASSE DU  HARAS,40120,ROQUEFORT ,FRANCE;;;;44,0363111;-0,3146023
686;A&D THERAPEUTIQUE;3271741780;"[""Rehabilitation""]";RUE DU PARC 12, SAMBREVILLE, BELGIUM;;;;50,4478365;4,6316142
687;VENTRE CORENTIN;33442632573;"[""Rehabilitation""]";12 RUE VALROSE,13100,AIX-EN-PROVENCE ,FRANCE;;;;43,5399553;5,4407293
688;REGULAIRE DAVID;33642324707;"[""Rehabilitation""]";980 AVENUE DE LA 2È DIVISION BLINDEE, LES ANGLES, FRANCE;;;;42,5772819;2,073585
689;GRAMMATOPOULOU NATALIA;;"[""Rehabilitation""]";LEOFOROS AMFITHEAS 181, PALAIO FALIRO, GREECE;;;;37,9234513;23,7056241
690;MR ET MME ROUSSEL;33493833507;"[""Rehabilitation""]";2 AVENUE SAINT-AUGUSTIN,06200,NICE ,FRANCE;;;;43,6801245;7,2296608
691;PHYSIO CONSULT - DECHAINE LOÏC ET PES FLORIAN;33492969377;"[""Rehabilitation""]";15 AVENUE NIQUET,06600,ANTIBES ,FRANCE;;;;43,5788545;7,1206488
692;MALIGNON PHILIPPE;33563574728;"[""Rehabilitation""]";128 RUE D'ALGER, GAILLAC, FRANCE;;;;43,8977299;1,9082494
693;BARRAU CHRISTIAN;33468823548;"[""Rehabilitation""]";RESIDENCE ALS TEMPLERS,66660,PORT-VENDRES ,FRANCE;;;;42,520931;3,107071
694;SCM RREDUCATION ET FORME;33640595518;"[""Rehabilitation""]";55 RUE JACQUEMARS GIELEE, LILLE, FRANCE;;;;50,6330793;3,0565692
695;GRANSON ARNAUD & THIVEYRAT JEREMY;33467622881;"[""Rehabilitation""]";5 BOULEVARD BERTRAND DUGUESCLIN,34500,BEZIERS ,FRANCE;;;;43,3463782;3,2234855
696;MAECHLING DIMITRI ET LUDOVIC;33388533602;"[""Rehabilitation""]";24 RUE SAINT-LEONARD,67410,DRUSENHEIM ,FRANCE;;;;48,7679125;7,952634
697;BAUMANN GUILLAUME;33389611473;"[""Rehabilitation""]";1A RUE DU 19ÈME DRAGON;;;;47,7186584;7,3164248
698;GUELTON FREDERIC;33670311725;"[""Rehabilitation""]";50 RUE PAUL ELUARD,59287,GUESNAIN ,FRANCE;;;;50,3490139;3,142767
699;CAPARROS CAROL;33627537911;"[""Rehabilitation""]";10 PLACE DE LA REPUBLIQUE,83320,CARQUEIRANNE ,FRANCE;;;;43,0951219;6,0751621
700;MARY JULIEN;33674760791;"[""Rehabilitation""]";449 RUE DE PARIS,76300,SOTTEVILLE-LÈS-ROUEN,FRANCE;;;;49,4128771;1,0989229
701;SCP MOCKERS BUTSCHA BONNAFOUS KAES THIERS DISTEL;33388380607;"[""Rehabilitation""]";9 RUE JEAN MARIE LEHN, MOLSHEIM, FRANCE;;;;48,532795;7,505416
702;FARRUGIA PIERRE YVES;33546412726;"[""Rehabilitation""]";69 BOULEVARD ANDRE SAUTEL,17000,LA ROCHELLE ,FRANCE;;;;46,1682573;-1,1327194
703;ROSIER FRANÇOIS ET BRANDT ELODIE;33320310332;"[""Rehabilitation""]";12 RUELLE DU VENT DE BISE,59118,WAMBRECHIES ,FRANCE;;;;50,6886345;3,0550632
704;CALAS MURIEL;33468469612;"[""Rehabilitation""]";2 RUE LUCIE AUBRAC, SALLÈLES-D'AUDE, FRANCE;;;;43,2613571;2,9485087
705;CABINET DE REEDUCATION PEDIATRIQUE ET SPORTIVE - FAURE SAMUEL;33667791246;"[""Rehabilitation""]";38 RUE DU NIVERNAIS, 03300 CUSSET, FRANCE;;;;46,1252853;3,4397091
706;CLINIQUE FONVERT;33494352044;"[""Rehabilitation""]";249 AVENUE LOUIS PASTEUR,84700,SORGUES,FRANCE;;;;43,985734;4,8900951
707;KINE SPORT - MR SENE;33495091486;"[""Rehabilitation""]";6 BOULEVARD DE DUNKERQUE,13002,MARSEILLE ,FRANCE;;;;43,3051029;5,367461
708;QUINTARD JOHAN;33565662984;"[""Rehabilitation""]";1 ROUTE MAQUIS JEAN PIERRE,12340,BOZOULS ,FRANCE;;;;44,4715067;2,7222744
709;FRONTON DENIS;33556067940;"[""Rehabilitation""]";15 AVENUE DE COURRÈGES, YVRAC, FRANCE;;;;44,8827188;-0,4610598
710;MR BENTAHAR;33478670575;"[""Rehabilitation""]";8 BIS RUE LEO LAGRANGE,69200,VENISSIEUX ,FRANCE;;;;45,6991904;4,8712631
711;RUELLAN PAUL ET DELAHAIE CAMILLE;33237348709;"[""Rehabilitation""]";56 AVENUE MERMOZ,28000,CHARTRES ,FRANCE;;;;48,4502864;1,5096681
712;STEFANCZYK BRUNO;;"[""Rehabilitation""]";27 RUE DE PARIS, HEBECOURT, FRANCE;;;;49,8136884;2,2610619
713;BORREGO GWENAËL;33645872622;"[""Rehabilitation""]";241 AVENUE DU VIEUX PONT,74970,MARIGNIER ,FRANCE;;;;46,0915889;6,5064208
714;STAFYLAKIS PANAGIOTIS D.;;"[""Rehabilitation""]";CHATZIDAKI 23, RETHIMNO, GREECE;;;;35,3655163;24,4755598
715;MAROGNOLI FRANCK;33329600639;"[""Rehabilitation""]";37 RUE DE LA RAPPE,88480,ETIVAL-CLAIREFONTAINE ,FRANCE;;;;48,3595326;6,833208
716;MORAND HUBERT;33476217393;"[""Rehabilitation""]";38 RUE DE PACALAIRE, SEYSSINET-PARISET, FRANCE;;;;45,1793708;5,6923237
717;BOUTZOUKAS ADAM;;"[""Rehabilitation""]";SKALTSOUNI 13, CHANIA, GREECE;;;;35,5069249;24,0322021
718;RASSON/VIRICEL/VANDERRUSTEN;33320756020;"[""Rehabilitation""]";100 RUE LEON BLUM,59150,WATTRELOS ,FRANCE;;;;50,703672;3,235892
719;BOUAZZAT GILLES;33143413737;"[""Rehabilitation""]";32 AVENUE DU GENERAL MICHEL BIZOT,75012,PARIS ,FRANCE;;;;48,8335736;2,3998972
720;VASILIEV PAVLOS;;"[""Rehabilitation""]";ANO MERA, MIKONOS, GREECE;;;;37,4475393;25,3912281
721;PHYSIO SCIENCE CLINIC - SIDERIS A. - SOTIRALIS I.O.E.;;"[""Rehabilitation""]";VASILISSIS SOFIAS 66, ATHENS, GREECE;;;;37,9788314;23,7531813
722;SAKHO  KARIM;33142064460;"[""Rehabilitation""]";11 RUE DU FAUBOURG SAINT MARTIN ,75010,PARIS ,FRANCE;;;;48,8696468;2,3557166
723;FRENOIS JERÔME;33320077378;"[""Rehabilitation""]";18 RUE FAIDHERBE,59116,HOUPLINES,FRANCE;;;;50,6939024;2,9131999
724;KOKKINAKIS IOANNIS;;"[""Rehabilitation""]";SOSTRATOU 12, ATHENS, GREECE;;;;37,9613134;23,7289368
725;THANOS NIKOLAOS;;"[""Rehabilitation""]";MESOGION 269, CHALANDRI, GREECE;;;;38,003647;23,79284
726;DERAIL FLORENT;33647129902;"[""Rehabilitation""]";9B COURS FAURIEL, SAINT-ETIENNE, FRANCE;;;;45,4302074;4,3968505
727;PHYSIOMEL;;"[""Rehabilitation""]";LEOFOROS PENTELIS 45, VRILISSIA, GREECE;;;;38,0413276;23,8321232
728;SCM KINE SANTE SPORT - MR GRODZKI VINCENT ET MME CARTERY MARION;33489296860;"[""Rehabilitation""]";1 BOULEVARD D'ORIENT,83400,HYÈRES ,FRANCE;;;;43,1218087;6,1325387
729;KLEITSAKIS DIMITRIOS E.;;"[""Rehabilitation""]";RIGA FERAIOU 8, ANIXI, GREECE;;;;38,1321194;23,8633475
730;BARRAU YVES;33561988509;"[""Rehabilitation""]";AVENUE DE LA GARE,31220,MARTRES-TOLOSANE ,FRANCE;;;;43,1970961;1,0164544
731;LACLAIRE JEAN LUC;33324377658;"[""Rehabilitation""]";2 CHEMIN DE LA LOUVETIÈRE,08000,CHARLEVILLE-MEZIÈRES ,FRANCE;;;;49,7411058;4,7146316
732;ALLET COCHE ODILE;33476878377;"[""Rehabilitation""]";4 BOULEVARD JOSEPH VALLIER,38000,GRENOBLE ,FRANCE;;;;45,1806113;5,7157818
733;CHATZISARANTOS XENOFON IOAN.;;"[""Rehabilitation""]";62 SALAMINAS AVENUE, AGIA VARVARA, 187 57 KERATSINI ATTICA;;;;37,9641579;23,6271595
734;HOULES JEAN PIERRE;33467376991;"[""Rehabilitation""]";39 RUE LOUIS VALLIÈRE,34300,AGDE ,FRANCE;;;;43,3007164;3,472329
735;MARTIN THIBAUT;33559254785;"[""Rehabilitation""]";4 RUE DU COLONEL MELVILLE LYNCH, ANGLET, FRANCE;;;;43,4682565;-1,4984883
736;BUNEL BERNARD;33952189595;"[""Rehabilitation""]";PLACE DU 14 JUILLET ,91270,VIGNEUX-SUR-SEINE,FRANCE;;;;48,7056079;2,4225594
737;DOUMEN PASCAL;33561592142;"[""Rehabilitation""]";80 RUE DE CUGNAUX,31300,TOULOUSE ,FRANCE;;;;43,5939707;1,4265923
738;THERAPY CRYO SALON;;"[""Rehabilitation"",""Uro & Pelvic Floor""]";22622 LAMBERT STREET, LAKE FOREST, CA, UNITED STATES;;;;33,6342821;-117,7139446
739;COUSTURE JOËL;33562938600;"[""Rehabilitation""]";21 RUE MAURICE UTRILLO,65000,TARBES ,FRANCE;;;;43,2244616;0,0545874
740;MEDICA REHAB;;"[""Rehabilitation""]";SIOKOU 7, CHALKIDA, GREECE;;;;38,4604142;23,5948908
741;BRUNAC CHRISTIAN;33468724677;"[""Rehabilitation""]";16 RUE MARCEL PAGNOL,11610,PENNAUTIER ,FRANCE;;;;43,2462872;2,3217372
742;PAPADIMITRIOU EVAGG. M.S, PT;;"[""Rehabilitation""]";IOANNOU ALEXIOU 6, CHALKIDA, GREECE;;;;38,4547028;23,5987687
743;BOCQUET VIVIEN;;"[""Rehabilitation""]";24 RUE DU 8 MAI 1945,74460,MARNAZ ,FRANCE;;;;46,0608507;6,5297098
744;MACAVOY PHILIPPE;33164107373;"[""Rehabilitation""]";59 AVENUE CHARLES MONIER,77240,CESSON,FRANCE;;;;48,563584;2,5999089
745;POLITIS VH. CHANTZIS & SIA OE PHYSIOTHERAPY - LAMIA;;"[""Rehabilitation""]";PLATIA PARKOU 14, LAMIA, FTHIOTIDA, GREECE;;;;38,8999041;22,4335418
746;COLLE VINCENT;33555230600;"[""Rehabilitation""]";2 RUE NAVIER ,19100,BRIVE-LA-GAILLARDE ,FRANCE;;;;45,1616056;1,5390399
747;DUPONT SYLVAIN;33327889535;"[""Rehabilitation""]";3 RUE DU POLYGONE,59500,DOUAI ,FRANCE;;;;50,379151;3,0764657
748;BISCHOFF VALERIE & NEU EMMANUELLE;33160754181;"[""Rehabilitation""]";ALLEE VAL FLEURY,91250,SAINT-GERMAIN-LÈS-CORBEIL,FRANCE;;;;48,620141;2,4937928
749;MARC COLL CENTRE FISIOTERAPEUTIC;3493838127;"[""Rehabilitation""]";CARRER CAMÍ DE SANT MARÇAL, PUIG-REIG, SPAIN;;;;41,9754134;1,875038
750;COMBIS MICHEL;33468723853;"[""Rehabilitation""]";CLINIQUE MONTREAL,11000,CARCASSONNE ,FRANCE;;;;43,2123711;2,3307679
751;DAUGUET ALEXANDRE;33786337481;"[""Rehabilitation""]";1 B QUAI DU MAROC, HUNINGUE, FRANCE;;;;47,5882234;7,5835753
752;CENTRE HALIMA;34717129898;"[""Uro & Pelvic Floor""]";CARRER DE SANT AGUSTÍ, 17 , MATARÓ, BARCELONA, SPAIN;;;;41,5365982;2,4450905
753;CHIARENZA NADINE;33146784539;"[""Rehabilitation""]";88 RUE AUGUSTE DELAUNE,94800,VILLEJUIF, PARIS ,FRANCE;;;;48,7827374;2,3620698
754;KINEBLUE - MR ROMAIN MARC;33388744424;"[""Rehabilitation""]";49 FAUBOURG DU RHIN,67230,BENFELD ,FRANCE;;;;48,3694987;7,601398
755;APOSTOLAKOU - TATARAKI ELEFTHERIA;;"[""Rehabilitation""]";LEOFOROS VASILISSIS OLGAS 142, THESSALONIKI, 546 45, GREECE;;;;40,601346;22,9534411
756;SCM REEDUCASPORT - LESEUR BRICE ET BERROD JULIEN;;"[""Rehabilitation""]";1 RUE VICTOR HUGO,73000,CHAMBERY ,FRANCE;;;;45,5663709;5,9249832
757;LAUWERIER GUILLAUME;33468410834;"[""Rehabilitation""]";1 RUE SYRAH,11440,PEYRIAC-DE-MER ,FRANCE;;;;43,084388;2,9547598
758;KANDILAKIS MANOLIS;;"[""Rehabilitation""]";PAPANIKOLAOU 75, PEFKA, THESSALONIKI, GREECE;;;;40,6567191;22,9896615
759;FREDERIC DAVID;33558451099;"[""Rehabilitation""]";259 RUE PIERRE BOUNEAU,40270,GRENADE-SUR-L'ADOUR ,FRANCE;;;;43,7799306;-0,4336655
760;MEJEAN FRAVAL ERIC ET STEVE;33699756221;"[""Rehabilitation"",""Uro & Pelvic Floor""]";18 TER, RUE LAZARE CARNOT; BROU SUR CHANTEREINE ;77177;FRANCE;48.8830487;2.6290566
761;SCM DAGO/DANHAIVE;33479645584;"[""Rehabilitation""]";34 ROUTE DE LYON,73160,COGNIN,FRANCE;;;;45,5611051;5,8978968
762;HOMO SAMUEL;33442795788;"[""Rehabilitation""]";33 PLACE DE PROVENCE, VITROLLES, FRANCE;;;;43,447657;5,24859
763;LEGOFF HERVE;33982465553;"[""Rehabilitation""]";195 ROUTE DE VANNES,44800,SAINT-HERBLAIN,FRANCE;;;;47,2402624;-1,5919325
764;LINK MARCO;33389739657;"[""Rehabilitation""]";7 RUE DE L'EGLISE,68600,NEUF-BRISACH ,FRANCE;;;;48,0199377;7,5269974
765;GOIN JULIEN;33616816581;"[""Rehabilitation""]";6 RUE LOUIS TOUCHAGUES, 69450 SAINT-CYR-AU-MONT-D'OR, FRANCE;;;;45,8153155;4,8190304
766;SCP CREPIN/ HILMOINE/BART/SORETTE/PREVOST;33321382814;"[""Rehabilitation""]";110 RUE GEORGE SAND,62575,BLENDECQUES ,FRANCE;;;;50,7126995;2,282836
767;MAFFREN MICKAEL;33492515245;"[""Rehabilitation""]";24 AVENUE JEAN JAURÈS, GAP, FRANCE;;;;44,553877;6,0730237
768;VROMAN VALERIE;33381885425;"[""Rehabilitation""]";11 RUE ALFRED DE VIGNY,25000,BESANÇON ,FRANCE;;;;47,2158242;5,9632829
769;FRANÇAISE DE JEUX L'ECHAPEE;;"[""Sport""]";MOUSSY-LE-VIEUX, FRANCE;;;;49,047188;2,624373
770;JACQUET/JOGUET/GERNELLE;33321947282;"[""Rehabilitation""]";12 RUE DES BERCEAUX,62630,ETAPLES ,FRANCE;;;;50,5148102;1,6428296
771;CAZENAVE XAVIER, REMONDET CLAIRE, REMONDET FREDERIC;33558453901;"[""Rehabilitation""]";28 RUE PARMENTIER, VILLENEUVE-DE-MARSAN, FRANCE;;;;43,8924359;-0,307022
772;NACHTERGAELE;3224663008;"[""Rehabilitation""]";GRAND BIGARD,1700,DILBEEK,BELGIQUE;;;;50,8572288;4,2413289
773;MAGNAN BORIS;33556121455;"[""Rehabilitation""]";61 ROUTE JEAN BRIAUD, MERIGNAC, FRANCE;;;;44,8219593;-0,6724653
774;HOFMANN LAËTITIA;33146541011;"[""Rehabilitation""]";91 AVENUE HENRI RAVERA,92220,BAGNEUX ,FRANCE;;;;48,7999712;2,3075829
775;TOMBEUR JEAN PIERRE;33983238906;"[""Rehabilitation""]";100 RUE ARISTIDE BIRAND,92300,LEVALLOIS-PERRET,FRANCE;;;;48,8936887;2,2914236
776;MAGNAN BORIS;33556957992;"[""Rehabilitation""]";73 AVENUE DE LA BOETIE, SAINT-MEDARD-EN-JALLES, FRANCE;;;;44,8997957;-0,7042398
777;VAN GEHUCHTEN STEPHANE;33432700798;"[""Rehabilitation""]";775 ROUTE DE L'AERODROME,84310,MORIÈRES-LÈS-AVIGNON,FRANCE;;;;43,9160989;4,8886805
778;BORSATO CHARLINE;33981718615;"[""Rehabilitation""]";7 RUE DE LA MALADIÈRE, AUXERRE, FRANCE;;;;47,8041695;3,5742788
779;RUDOWICZ PHILIPPE;33950261224;"[""Rehabilitation""]";7 AVENUE GAMBETTA,06000,ANTIBES ,FRANCE;;;;43,5818656;7,1199427
780;ESPOSITO JEAN LOUIS;33468612661;"[""Rehabilitation""]";123 AVENUE MARECHAL JOFFRE, PERPIGNAN, FRANCE;;;;42,7115492;2,8897561
781;DESCLAUX SOPHIE;33428270299;"[""Rehabilitation""]";1 ROUTE DE SAINTE-CROIX DE CADERLE, LASALLE, FRANCE;;;;44,0498679;3,850417
782;DAQUET RODOLPHE;33327731380;"[""Rehabilitation""]";3 RUE DU CALVAIRE,59161,ESWARS ,FRANCE;;;;50,2203853;3,2675679
783;RIVIER FRANÇOIS;33146830275;"[""Rehabilitation""]";106 AVENUE GENERAL LECLERC,92340,BOURG LA REINE,FRANCE;;;;48,7792025;2,3150216
784;GEROSSIER MARIE;33984225462;"[""Rehabilitation""]";8 PLACE DES COMTES DE FOREZ, MONTBRISON, FRANCE;;;;45,6042659;4,0680072
785;HERMAND JERÔME;33320542712;"[""Rehabilitation""]";7 RUE DE VALMY,59000,LILLE ,FRANCE;;;;50,6297792;3,0642672
786;DELESALLE AYMERIC;33328488218;"[""Rehabilitation""]";50 AVENUE DU LIMOUSIN, MARSAC;;;;46,095922;1,5885369
787;CHRISTELLE EDOUARD;33493413933;"[""Rehabilitation""]";3 BOULEVARD DU GENERAL LECLERC,06310,BEAULIEU-SUR-MER,FRANCE;;;;43,7064817;7,3331325
788;CENTRO DE FISIOTERAPIA Y OSTEOPATIA ISIDRO LOZANO GALAN;34924351769;"[""Rehabilitation""]";CALLE DON JUAN DURÁN, 25, GUAREÑA, SPAIN;;;;38,8608809;-6,1012678
789;ESTAY MAXIME/MME GERBAUD;33556454742;"[""Rehabilitation""]";85 AVENUE LEON BLUM, PESSAC, FRANCE;;;;44,8135974;-0,6327029
790;JOST JERÔME;33145340956;"[""Rehabilitation""]";31 GRANDE RUE, SÈVRES, FRANCE;;;;48,8261582;2,219006
791;FISIOTERAPIA PADILLA;34649616320;"[""Rehabilitation""]";CALLE PADILLA, 69, MADRID, SPAIN;;;;40,4311003;-3,6725417
792;MAURIN GUILLAUME;33442627464;"[""Rehabilitation""]";11 BOULEVARD DU FER À CHEVAL, GEMENOS, FRANCE;;;;43,2937004;5,6267235
793;KERSALE ALEXANDRA;33590890027;"[""Rehabilitation""]";ROUTE DE PLIANE, MARE GAILARD, LE GOSIER, GRANDE-TERRE, GUADELOUPE;;;;16,2159005;-61,4427996
794;BOUDILLON FREDERIC;33590267851;"[""Rehabilitation""]";25 CHEMIN DE TABANON, BAIE MAHAULT, PETIT-BOURG, BASSE-TERRE, GUADELOUPE;;;;16,2011026;-61,6436274
795;GENDRE POIRIER / BARRAU RIGAL;33565655916;"[""Rehabilitation""]";15 ROUTE DU FOIRAIL, RIEUPEYROUX, FRANCE;;;;44,3090216;2,2380786
796;BISE MURIEL;33385473264;"[""Rehabilitation"",""Uro & Pelvic Floor""]";16 RUE DE LA POSTE, SAINT-GERMAIN-DU-PLAIN, FRANCE;;;;46,701446;4,9795207
797;TAVERNIER ERIC;33322266598;"[""Rehabilitation""]";385 RUE COIRET CHEVALIER, CAYEUX-SUR-MER, FRANCE;;;;50,1861942;1,5027167
798;PRISM PHYSIO;33636903108;"[""Rehabilitation""]";50 RUE DE RIVOLI;;;;48,8569454;2,352141
799;OK GROEPSPRAKTIJK;3293612241;"[""Rehabilitation""]";KAZERNSTRAAT 32 9620 ZOTTEGEM;;;;50,8677666;3,8123679
800;THIERRY TOSSINGS;32495637605;"[""Rehabilitation""]";RUE PROVINCALE 235  4450 LIERS, BELGIQUE;;;;50,7015871;5,5686631
801;ARIBAUD ALAIN;33468475236;"[""Rehabilitation""]";25 AVENUE JEAN MOULIN, CARCASSONNE, FRANCE;;;;43,2089361;2,371194
802;PILLET AURELIE;33466040536;"[""Rehabilitation""]";2 RUE DES AMAZONES, BELLEGARDE, FRANCE;;;;43,7526373;4,5134802
803;MENDES ANDRE LOUIS;33326033565;"[""Rehabilitation""]";4 RUE DE L'EGALITE, BAZANCOURT, FRANCE;;;;49,3665915;4,1670035
804;SCM HL KINE - MABILLEAU MARILYN;33612616129;"[""Rehabilitation""]";8 QUAI DE LORRAINE, NARBONNE, FRANCE;;;;43,1865508;2,9972862
805;GROEPSPRAKTIJK BART PENEZ;3250310392;"[""Rehabilitation""]";  KAREL DE STOUTELAAN 170  8000 BRUGGE;;;;51,2165825;3,2048815
806;FAURE GERALDINE;33490337178;"[""Uro & Pelvic Floor""]";32 PLACE DU 11 NOVEMBRE ET DU 8 MAI LE THOR, FRANCE;;;;43,929721;4,994709
807;MULLER JEAN CHRISTOPHE;33388313005;"[""Rehabilitation""]";95 RUE BOECKLIN, STRASBOURG, FRANCE;;;;48,602231;7,7825688
808;SCM AGUADO KRAEMER;33388097471;"[""Rehabilitation""]";3 RUE DES CAVALIERS, WISSEMBOURG, FRANCE;;;;49,0373861;7,9475673
809;MOIGNAU PASCAL;33383576449;"[""Rehabilitation"",""Uro & Pelvic Floor""]";99 RUE DE LA REPUBLIQUE, JARVILLE-LA-MALGRANGE, FRANCE;;;;48,6701129;6,2074452
810;HERAULT LUCIE;33677503232;"[""Rehabilitation""]";14B RUE CARNOT, SAINT-OMER, FRANCE;;;;50,7492241;2,2546314
811;MOVILEANU C. STEFAN - KINETOTERAPEUT;40725819383;"[""Rehabilitation""]";STRADA PLUGARILOR, BRA?OV, BRA?OV COUNTY, ROMANIA;;;;45,6873115;25,5687667
812;MALOT CATHERINE;33164483584;"[""Uro & Pelvic Floor""]";85 AVENUE DE BALZAC, MORANGIS, FRANCE;;;;48,7031979;2,3268346
813;DELOT LAURENCE;33466249780;"[""Uro & Pelvic Floor""]";509 ROUTE DE NÎMES, LEDIGNAN, FRANCE;;;;43,9844027;4,1120368
814;COMPLEX BALNEAR SI DE RECUPERARE C.A.A. CORPORE SANO;40241487066;"[""Rehabilitation"",""Uro & Pelvic Floor""]";TECHIRGHIOL, CONSTAN?A COUNTY, ROMANIA;;;;44,0554763;28,5898859
815;KINE LOUVRE SPORT;33953058195;"[""Uro & Pelvic Floor""]";24 RUE DE RICHELIEU, 75001 PARIS, FRANCE;;;;48,8649035;2,3366238
816;SPITALUL ELYTIS;40725354814;"[""Rehabilitation""]";IA?I, STR. GH. S?ULESCU NR. 43A, ROMANIA;;;;47,1627845;27,5742593
817;PALMER FREDERIC;33490505002;"[""Uro & Pelvic Floor""]";ENTRESSEN, FRANCE;;;;43,593858;4,940409
818;LAFON OLIVIER;33147161996;"[""Uro & Pelvic Floor"",""Rehabilitation""]";173 AVENUE DU 18 JUIN 1940, RUEIL-MALMAISON, FRANCE;;;;48,8651143;2,2052139
819;CENTRUL MEDICAL FIZIOTINMED KINETIC SRL;40725354814;"[""Rehabilitation""]";STRADA FEROVIARILOR, BUCHAREST, ROMANIA;;;;44,4662929;26,05767
820;MME BECQUET & MR ZOUARH;33173747439;"[""Uro & Pelvic Floor""]";27 RUE DE L'ARCADE, PARIS, FRANCE;;;;48,8727722;2,3238455
